Datetime,rt_15min_lmp ($/MWh)
2023-01-03T00:00:00.000Z,229.8028264
2023-01-03T00:15:00.000Z,208.6822388
2023-01-03T00:30:00.000Z,207.6980052
2023-01-03T00:45:00.000Z,248.9163054
2023-01-04T00:00:00.000Z,201.407934
2023-01-04T00:15:00.000Z,162.933869
2023-01-04T00:30:00.000Z,189.9069284
2023-01-04T00:45:00.000Z,221.9587104
2023-01-05T00:00:00.000Z,186.2656208
2023-01-05T00:15:00.000Z,165.597019
2023-01-05T00:30:00.000Z,181.771625
2023-01-05T00:45:00.000Z,215.6
2023-03-21T00:00:00.000Z,33.1172086
2023-03-21T00:15:00.000Z,21.2477524
2023-03-21T00:30:00.000Z,28.3993808
2023-03-21T00:45:00.000Z,49.0720496
2023-03-22T00:00:00.000Z,-0.0098
2023-03-22T00:15:00.000Z,5.5369804
2023-03-22T00:30:00.000Z,61.8772
2023-03-22T00:45:00.000Z,76.6788554
2023-03-23T00:00:00.000Z,-10.948707
2023-03-23T00:15:00.000Z,-9.2361962
2023-03-23T00:30:00.000Z,-6.726965
2023-03-23T00:45:00.000Z,-0.3365516
2023-01-18T00:00:00.000Z,177.0174
2023-01-18T00:15:00.000Z,129.6344
2023-01-18T00:30:00.000Z,195.1964
2023-01-18T00:45:00.000Z,252.4382
2023-01-19T00:00:00.000Z,147.658266
2023-01-19T00:15:00.000Z,137.9684082
2023-01-19T00:30:00.000Z,153.3807996
2023-01-19T00:45:00.000Z,217.365274
2023-01-20T00:00:00.000Z,168.56
2023-01-20T00:15:00.000Z,132.120268
2023-01-20T00:30:00.000Z,140.657342
2023-01-20T00:45:00.000Z,176.707426
2023-01-25T00:00:00.000Z,142.011016
2023-01-25T00:15:00.000Z,105.1873494
2023-01-25T00:30:00.000Z,122.9116784
2023-01-25T00:45:00.000Z,177.6340062
2023-01-26T00:00:00.000Z,164.6781808
2023-01-26T00:15:00.000Z,113.4568736
2023-01-26T00:30:00.000Z,128.0166552
2023-01-26T00:45:00.000Z,176.7067694
2023-01-27T00:00:00.000Z,126.1916306
2023-01-27T00:15:00.000Z,83.0728654
2023-01-27T00:30:00.000Z,109.0939528
2023-01-27T00:45:00.000Z,138.4148276
2022-11-28T00:00:00.000Z,107.947
2022-11-28T00:15:00.000Z,82.2715194
2022-11-28T00:30:00.000Z,95.5626518
2022-11-28T00:45:00.000Z,98.725053
2022-11-29T00:00:00.000Z,141.829128
2022-11-29T00:15:00.000Z,110.074776
2022-11-29T00:30:00.000Z,117.5902
2022-11-29T00:45:00.000Z,130.920552
2023-03-09T00:00:00.000Z,-10.8384178
2023-03-09T00:15:00.000Z,-0.1386798
2023-03-09T00:30:00.000Z,-0.1427076
2023-03-09T00:45:00.000Z,6.7404106
2023-03-10T00:00:00.000Z,-11.76
2023-03-10T00:15:00.000Z,-7.858865
2023-03-10T00:30:00.000Z,-7.7814842
2023-03-10T00:45:00.000Z,11.048373
2023-03-11T00:00:00.000Z,6.1007254
2023-03-11T00:15:00.000Z,41.2815494
2023-03-11T00:30:00.000Z,54.4047098
2023-03-11T00:45:00.000Z,67.1718656
2023-03-12T00:00:00.000Z,-0.0914242
2023-03-12T00:15:00.000Z,2.7327888
2023-03-12T00:30:00.000Z,35.4669546
2023-03-12T00:45:00.000Z,48.0348764
2023-03-13T00:00:00.000Z,-33.9841264
2023-03-13T00:15:00.000Z,-11.8695738
2023-03-13T00:30:00.000Z,-11.741674
2023-03-13T00:45:00.000Z,-6.8820206
2023-03-14T00:00:00.000Z,-9.3637628
2023-03-14T00:15:00.000Z,-7.5209904
2023-03-14T00:30:00.000Z,-6.3224112
2023-03-14T00:45:00.000Z,-4.1038186
2023-01-29T00:00:00.000Z,72.0182694
2023-01-29T00:15:00.000Z,60.4767408
2023-01-29T00:30:00.000Z,77.02016
2023-01-29T00:45:00.000Z,107.5757662
2023-01-30T00:00:00.000Z,115.2001662
2023-01-30T00:15:00.000Z,86.8587818
2023-01-30T00:30:00.000Z,108.0973614
2023-01-30T00:45:00.000Z,137.7086004
2023-01-21T00:00:00.000Z,127.966783
2023-01-21T00:15:00.000Z,103.3380992
2023-01-21T00:30:00.000Z,125.4093456
2023-01-21T00:45:00.000Z,167.354649
2023-01-22T00:00:00.000Z,133.6043898
2023-01-22T00:15:00.000Z,91.7806064
2023-01-22T00:30:00.000Z,102.5832444
2023-01-22T00:45:00.000Z,146.7864482
2023-01-23T00:00:00.000Z,142.0926696
2023-01-23T00:15:00.000Z,88.9439082
2023-01-23T00:30:00.000Z,114.0601714
2023-01-23T00:45:00.000Z,164.05739
2023-03-24T00:00:00.000Z,2.1676816
2023-03-24T00:15:00.000Z,13.0713184
2023-03-24T00:30:00.000Z,17.867066
2023-03-24T00:45:00.000Z,31.1216444
2023-03-25T00:00:00.000Z,-12.0968848
2023-03-25T00:15:00.000Z,-9.825088
2023-03-25T00:30:00.000Z,-0.0097118
2023-03-25T00:45:00.000Z,14.017577
2023-03-26T00:00:00.000Z,-14.620914
2023-03-26T00:15:00.000Z,-14.2179086
2023-03-26T00:30:00.000Z,-2.6504786
2023-03-26T00:45:00.000Z,0.24206
2023-01-06T00:00:00.000Z,200.1755154
2023-01-06T00:15:00.000Z,135.44237
2023-01-06T00:30:00.000Z,147.3679018
2023-01-06T00:45:00.000Z,172.7987058
2023-01-07T00:00:00.000Z,186.8886852
2023-01-07T00:15:00.000Z,118.7680228
2023-01-07T00:30:00.000Z,133.3288432
2023-01-07T00:45:00.000Z,179.318244
2023-01-08T00:00:00.000Z,168.149184
2023-01-08T00:15:00.000Z,122.094476
2023-01-08T00:30:00.000Z,130.8630456
2023-01-08T00:45:00.000Z,151.8069784
2022-11-25T00:15:00.000Z,87.9355176
2022-11-25T00:30:00.000Z,97.32772
2022-11-25T00:45:00.000Z,104.1999504
2022-11-26T00:00:00.000Z,111.961815
2022-11-26T00:15:00.000Z,84.8842092
2022-11-26T00:30:00.000Z,94.772958
2022-11-26T00:45:00.000Z,109.7839218
2022-11-27T00:00:00.000Z,169.9681326
2022-11-27T00:15:00.000Z,85.234667
2022-11-27T00:30:00.000Z,88.6444202
2022-11-27T00:45:00.000Z,101.225425
2023-04-03T00:00:00.000Z,-17.540726
2023-04-03T00:15:00.000Z,-14.3872428
2023-04-03T00:30:00.000Z,-9.3063544
2023-04-03T00:45:00.000Z,0.0013034
2023-04-04T00:00:00.000Z,23.7571894
2023-04-04T00:15:00.000Z,14.425159
2023-04-04T00:30:00.000Z,26.809713
2023-04-04T00:45:00.000Z,39.050011
2023-04-05T00:00:00.000Z,-11.9153006
2023-04-05T00:15:00.000Z,-12.5188434
2023-04-05T00:30:00.000Z,-2.849105
2023-04-05T00:45:00.000Z,3.785201
2023-01-09T01:00:00.000Z,112.3961461
2023-01-09T01:15:00.000Z,114.1855575
2023-01-09T01:30:00.000Z,115.8234271
2023-01-09T01:45:00.000Z,117.2872413
2023-01-10T01:00:00.000Z,43.67823671
2023-01-10T01:15:00.000Z,42.8316105
2023-01-10T01:30:00.000Z,43.02969249
2023-01-10T01:45:00.000Z,43.08428814
2023-01-11T01:00:00.000Z,87.20721441
2023-01-11T01:15:00.000Z,84.15103862
2023-01-11T01:30:00.000Z,84.42331716
2023-01-11T01:45:00.000Z,88.46420016
2023-03-30T01:00:00.000Z,37.09333798
2023-03-30T01:15:00.000Z,41.83562905
2023-03-30T01:30:00.000Z,33.63332754
2023-03-30T01:45:00.000Z,19.43230897
2023-03-31T01:00:00.000Z,202.143108
2023-03-31T01:15:00.000Z,189.6524849
2023-03-31T01:30:00.000Z,205.8989337
2023-03-31T01:45:00.000Z,229.8798163
2023-04-01T01:00:00.000Z,38.22531875
2023-04-01T01:15:00.000Z,43.70574446
2023-04-01T01:30:00.000Z,35.61261675
2023-04-01T01:45:00.000Z,9.917411448
2023-03-15T01:00:00.000Z,91.1109724
2023-03-15T01:15:00.000Z,91.0638344
2023-03-15T01:30:00.000Z,92.246175
2023-03-15T01:45:00.000Z,140.967267
2023-03-16T01:00:00.000Z,4.9017542
2023-03-16T01:15:00.000Z,28.648438
2023-03-16T01:30:00.000Z,49.2439318
2023-03-16T01:45:00.000Z,78.0196522
2023-03-17T01:00:00.000Z,-1.18776
2023-03-17T01:15:00.000Z,0.1759394
2023-03-17T01:30:00.000Z,44.002294
2023-03-17T01:45:00.000Z,51.6852784
2022-12-03T01:00:00.000Z,264.8758308
2022-12-03T01:15:00.000Z,225.867019
2022-12-03T01:30:00.000Z,273.3250772
2022-12-03T01:45:00.000Z,292.2578148
2022-12-04T01:00:00.000Z,201.1000768
2022-12-04T01:15:00.000Z,175.5175688
2022-12-04T01:30:00.000Z,174.4210958
2022-12-04T01:45:00.000Z,179.0671876
2022-12-05T01:00:00.000Z,209.465004
2022-12-05T01:15:00.000Z,166.6521262
2022-12-05T01:30:00.000Z,195.8130454
2022-12-05T01:45:00.000Z,209.6902276
2023-01-16T01:00:00.000Z,179.4444974
2023-01-16T01:15:00.000Z,159.7309938
2023-01-16T01:30:00.000Z,165.2973644
2023-01-16T01:45:00.000Z,172.2765422
2023-01-17T01:00:00.000Z,266.934752
2023-01-17T01:15:00.000Z,184.2699194
2023-01-17T01:30:00.000Z,214.619706
2023-01-17T01:45:00.000Z,244.090413
2023-01-18T01:00:00.000Z,286.4630846
2023-01-18T01:15:00.000Z,174.1772522
2023-01-18T01:30:00.000Z,243.9424232
2023-01-18T01:45:00.000Z,347.7845854
2023-01-25T01:00:00.000Z,224.3979892
2023-01-25T01:15:00.000Z,182.7737338
2023-01-25T01:30:00.000Z,191.7597066
2023-01-25T01:45:00.000Z,205.43152
2023-01-26T01:00:00.000Z,223.231554
2023-01-26T01:15:00.000Z,164.248784
2023-01-26T01:30:00.000Z,174.9738256
